ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url,source
,2012 Suzuki Lapin,Suzuki,Lapin,2012,7910000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2012-suzuki-lapin-7185?select_type=export,Autorec
,2008 Honda Fit,Honda,Fit,2008,9560000.0,13300.0,,,,,3500.0,,12600000.0,,/cars-list/hatchback/2008-honda-fit-7072?select_type=export,Autorec
,2011 Mazda Biante,Mazda,Biante,2011,10050000.0,20000.0,,,,,4500.0,,16200000.0,,/cars-list/mini-van/2011-mazda-biante-7203?select_type=export,Autorec
,2008 Toyota Vellfire,Toyota,Vellfire,2008,10270000.0,23900.0,,,,,5200.0,,18720000.0,,/cars-list/mini-van/2008-toyota-vellfire-7200?select_type=export,Autorec
,2016 Toyota Passo,Toyota,Passo,2016,3150000.0,9900.0,,,,,4800.0,,17280000.0,,/cars-list/hatchback/2016-toyota-passo-7163?select_type=export,Autorec
,2012 Mercedes-Benz B-Class,Mercedes-Benz,B-Class,2012,3530000.0,15900.0,,,,,5200.0,,18720000.0,,/cars-list/hatchback/2012-mercedes-benz-b-class-7179?select_type=export,Autorec
,2010 Daihatsu MIRA COCOA,Daihatsu,Mira,2010,10480000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2010-daihatsu-mira-cocoa-7166?select_type=export,Autorec
,2012 Subaru Impreza,Subaru,Impreza,2012,6690000.0,15900.0,,,,,4700.0,,16920000.0,,/cars-list/hatchback/2012-subaru-impreza-7197?select_type=export,Autorec
,2008 Audi A5,Audi,A5,2008,6650000.0,31900.0,,,,,5900.0,,21240000.0,,/cars-list/coupe/2008-audi-a5-7136?select_type=export,Autorec
,1985 Toyota Sprinter Trueno,Toyota,Sprinter,1985,17760000.0,16000.0,,,,,26900.0,,96840000.0,,/cars-list/hatchback/1985-toyota-sprinter-trueno-7133?select_type=export,Autorec
,2011 Toyota Prius,Toyota,Prius,2011,11200000.0,17900.0,,,,,4800.0,,17280000.0,,/cars-list/sedan/2011-toyota-prius-7147?select_type=export,Autorec
,2011 Honda Stream,Honda,Stream,2011,10710000.0,19900.0,,,,,4300.0,,15480000.0,,/cars-list/mini-van/2011-honda-stream-7192?select_type=export,Autorec
,2013 Nissan Note,Nissan,Note,2013,6890000.0,11900.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2013-nissan-note-7142?select_type=export,Autorec
,2022 Kawasaki Industry Kawasaki Industry Others,Kawasaki,Industry,2022,1800000.0,2490.0,,,,,6500.0,,23400000.0,,/cars-list/motorcycle/2022-kawasaki-industry-kawasaki-industry-others-7051?select_type=export,Autorec
,2012 Nissan Serena,Nissan,Serena,2012,11000000.0,19900.0,,,,,4800.0,,17280000.0,,/cars-list/mini-van/2012-nissan-serena-7140?select_type=export,Autorec
,2015 Mazda Flair Crossover,Mazda,Flair,2015,9400000.0,6500.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2015-mazda-flair-crossover-7164?select_type=export,Autorec
,2022 Kawasaki Industry Kawasaki Industry Others,Kawasaki,Industry,2022,1800000.0,2490.0,,,,,6500.0,,23400000.0,,/cars-list/motorcycle/2022-kawasaki-industry-kawasaki-industry-others-7051?select_type=export,Autorec
,2010 BMW X1,Bmw,X1,2010,9890000.0,19900.0,,,,,5800.0,,20880000.0,,/cars-list/suv/2010-bmw-x1-7162?select_type=export,Autorec
,2011 BMW MINI Cooper,Bmw,Mini,2011,8060000.0,15900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2011-bmw-mini-cooper-7170?select_type=export,Autorec
,2004 Suzuki Jimny,Suzuki,Jimny,2004,14580000.0,6500.0,,,,,4800.0,,17280000.0,,/cars-list/suv/2004-suzuki-jimny-7191?select_type=export,Autorec
,2011 Toyota Prius,Toyota,Prius,2011,11200000.0,17900.0,,,,,4800.0,,17280000.0,,/cars-list/sedan/2011-toyota-prius-7147?select_type=export,Autorec
,2023 Cadillac Deville,Cadillac,Deville,2023,,,,,,,48000.0,,172800000.0,,/cars-list/coupe/2023-cadillac-deville-6699?select_type=export,Autorec
,2016 Toyota Passo,Toyota,Passo,2016,3150000.0,9900.0,,,,,4800.0,,17280000.0,,/cars-list/hatchback/2016-toyota-passo-7163?select_type=export,Autorec
,2005 Daihatsu Miragino,Daihatsu,Miragino,2005,9870000.0,6500.0,,,,,3500.0,,12600000.0,,/cars-list/hatchback/2005-daihatsu-miragino-7144?select_type=export,Autorec
,2011 BMW MINI Cooper,Bmw,Mini,2011,8060000.0,15900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2011-bmw-mini-cooper-7170?select_type=export,Autorec
,2001 Toyota Soarer,Toyota,Soarer,2001,12280000.0,42900.0,,,,,6300.0,,22680000.0,,/cars-list/convertible/2001-toyota-soarer-6023?select_type=export,Autorec
,2011 BMW MINI Cooper,Bmw,Mini,2011,8060000.0,15900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2011-bmw-mini-cooper-7170?select_type=export,Autorec
,2008 Honda Freed,Honda,Freed,2008,,14900.0,,,,,4400.0,,15840000.0,,/cars-list/hatchback/2008-honda-freed-7173?select_type=export,Autorec
,2011 Honda Stream,Honda,Stream,2011,10710000.0,19900.0,,,,,4300.0,,15480000.0,,/cars-list/mini-van/2011-honda-stream-7192?select_type=export,Autorec
,1991 Honda Acty Truck,Honda,Acty,1991,5910000.0,6500.0,,,,,4900.0,,17640000.0,,/cars-list/truck/1991-honda-acty-truck-7085?select_type=export,Autorec
,2011 Mazda Biante,Mazda,Biante,2011,10050000.0,20000.0,,,,,4500.0,,16200000.0,,/cars-list/mini-van/2011-mazda-biante-7203?select_type=export,Autorec
,2008 Lexus LS,Lexus,Ls,2008,8600000.0,46000.0,,,,,6500.0,,23400000.0,,/cars-list/sedan/2008-lexus-ls-7038?select_type=export,Autorec
,2010 Subaru Impreza,Subaru,Impreza,2010,7330000.0,14900.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2010-subaru-impreza-7159?select_type=export,Autorec
,2006 Toyota Porte,Toyota,Porte,2006,8630000.0,14960.0,,,,,3200.0,,11520000.0,,/cars-list/hatchback/2006-toyota-porte-7096?select_type=export,Autorec
,2011 Honda Stream,Honda,Stream,2011,10710000.0,19900.0,,,,,4300.0,,15480000.0,,/cars-list/mini-van/2011-honda-stream-7192?select_type=export,Autorec
,2015 Mazda Flair Crossover,Mazda,Flair,2015,9400000.0,6500.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2015-mazda-flair-crossover-7164?select_type=export,Autorec
,1995 Suzuki Carry Truck,Suzuki,Carry,1995,7890000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/truck/1995-suzuki-carry-truck-7067?select_type=export,Autorec
,2023 Cadillac Deville,Cadillac,Deville,2023,,,,,,,48000.0,,172800000.0,,/cars-list/coupe/2023-cadillac-deville-6699?select_type=export,Autorec
,2012 Subaru Legacy Touring Wagon,Subaru,Legacy,2012,10240000.0,24900.0,,,,,4900.0,,17640000.0,,/cars-list/wagon/2012-subaru-legacy-touring-wagon-7199?select_type=export,Autorec
,2008 Audi TT,Audi,Tt,2008,10730000.0,19800.0,,,,,4800.0,,17280000.0,,/cars-list/coupe/2008-audi-tt-7158?select_type=export,Autorec
,2002 Nissan Fairlady Z,Nissan,Fairlady,2002,10180000.0,34900.0,,,,,5500.0,,19800000.0,,/cars-list/coupe/2002-nissan-fairlady-z-7152?select_type=export,Autorec
,2008 Lexus LS,Lexus,Ls,2008,8600000.0,46000.0,,,,,6500.0,,23400000.0,,/cars-list/sedan/2008-lexus-ls-7038?select_type=export,Autorec
,2013 Nissan Note,Nissan,Note,2013,6890000.0,11900.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2013-nissan-note-7142?select_type=export,Autorec
,2016 Toyota Passo,Toyota,Passo,2016,3150000.0,9900.0,,,,,4800.0,,17280000.0,,/cars-list/hatchback/2016-toyota-passo-7163?select_type=export,Autorec
,2008 Audi A5,Audi,A5,2008,6650000.0,31900.0,,,,,5900.0,,21240000.0,,/cars-list/coupe/2008-audi-a5-7136?select_type=export,Autorec
,2012 Suzuki Lapin,Suzuki,Lapin,2012,7910000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2012-suzuki-lapin-7185?select_type=export,Autorec
,2009 Mazda Verisa,Mazda,Verisa,2009,10140000.0,14900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2009-mazda-verisa-7195?select_type=export,Autorec
,2014 Toyota SPADE,Toyota,Spade,2014,9500000.0,14900.0,,,,,4700.0,,16920000.0,,/cars-list/hatchback/2014-toyota-spade-7168?select_type=export,Autorec
,2012 Daihatsu MIRA COCOA,Daihatsu,Mira,2012,7490000.0,6500.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2012-daihatsu-mira-cocoa-7165?select_type=export,Autorec
,2008 Honda Fit,Honda,Fit,2008,9560000.0,13300.0,,,,,3500.0,,12600000.0,,/cars-list/hatchback/2008-honda-fit-7072?select_type=export,Autorec
,2013 Toyota Land Cruiser,Toyota,Land,2013,9700000.0,46000.0,,,,,35000.0,,126000000.0,,/cars-list/suv/2013-toyota-land-cruiser-7139?select_type=export,Autorec
,1998 Mitsubishi Minicab Truck,Mitsubishi,Minicab,1998,6360000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/truck/1998-mitsubishi-minicab-truck-7080?select_type=export,Autorec
,1985 Toyota Sprinter Trueno,Toyota,Sprinter,1985,17760000.0,16000.0,,,,,26900.0,,96840000.0,,/cars-list/hatchback/1985-toyota-sprinter-trueno-7133?select_type=export,Autorec
,2013 Nissan Note,Nissan,Note,2013,6890000.0,11900.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2013-nissan-note-7142?select_type=export,Autorec
,2011 BMW MINI Cooper,Bmw,Mini,2011,8060000.0,15900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2011-bmw-mini-cooper-7170?select_type=export,Autorec
,2008 Audi A5,Audi,A5,2008,6650000.0,31900.0,,,,,5900.0,,21240000.0,,/cars-list/coupe/2008-audi-a5-7136?select_type=export,Autorec
,2010 Subaru Impreza,Subaru,Impreza,2010,7330000.0,14900.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2010-subaru-impreza-7159?select_type=export,Autorec
,1985 Toyota Sprinter Trueno,Toyota,Sprinter,1985,17760000.0,16000.0,,,,,26900.0,,96840000.0,,/cars-list/hatchback/1985-toyota-sprinter-trueno-7133?select_type=export,Autorec
,2012 Mercedes-Benz B-Class,Mercedes-Benz,B-Class,2012,3530000.0,15900.0,,,,,5200.0,,18720000.0,,/cars-list/hatchback/2012-mercedes-benz-b-class-7179?select_type=export,Autorec
,2016 Toyota Passo,Toyota,Passo,2016,3150000.0,9900.0,,,,,4800.0,,17280000.0,,/cars-list/hatchback/2016-toyota-passo-7163?select_type=export,Autorec
,2008 Honda Fit,Honda,Fit,2008,9560000.0,13300.0,,,,,3500.0,,12600000.0,,/cars-list/hatchback/2008-honda-fit-7072?select_type=export,Autorec
,2015 Mazda Flair Crossover,Mazda,Flair,2015,9400000.0,6500.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2015-mazda-flair-crossover-7164?select_type=export,Autorec
,2012 Daihatsu MIRA COCOA,Daihatsu,Mira,2012,7490000.0,6500.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2012-daihatsu-mira-cocoa-7165?select_type=export,Autorec
,2012 Nissan Lafesta,Nissan,Lafesta,2012,5090000.0,19900.0,,,,,4500.0,,16200000.0,,/cars-list/mini-van/2012-nissan-lafesta-7154?select_type=export,Autorec
,2011 Toyota Prius,Toyota,Prius,2011,12700000.0,17900.0,,,,,4500.0,,16200000.0,,/cars-list/sedan/2011-toyota-prius-7146?select_type=export,Autorec
,2009 Mazda Verisa,Mazda,Verisa,2009,10140000.0,14900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2009-mazda-verisa-7195?select_type=export,Autorec
,2012 Nissan Lafesta,Nissan,Lafesta,2012,5090000.0,19900.0,,,,,4500.0,,16200000.0,,/cars-list/mini-van/2012-nissan-lafesta-7154?select_type=export,Autorec
,1991 Honda Acty Truck,Honda,Acty,1991,5910000.0,6500.0,,,,,4900.0,,17640000.0,,/cars-list/truck/1991-honda-acty-truck-7085?select_type=export,Autorec
,2013 Nissan Note,Nissan,Note,2013,6890000.0,11900.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2013-nissan-note-7142?select_type=export,Autorec
,2012 Mercedes-Benz B-Class,Mercedes-Benz,B-Class,2012,3530000.0,15900.0,,,,,5200.0,,18720000.0,,/cars-list/hatchback/2012-mercedes-benz-b-class-7179?select_type=export,Autorec
,2008 Lexus LS,Lexus,Ls,2008,8600000.0,46000.0,,,,,6500.0,,23400000.0,,/cars-list/sedan/2008-lexus-ls-7038?select_type=export,Autorec
,2007 Daihatsu Miragino,Daihatsu,Miragino,2007,8510000.0,6500.0,,,,,3800.0,,13680000.0,,/cars-list/hatchback/2007-daihatsu-miragino-7194?select_type=export,Autorec
,2004 Suzuki Jimny,Suzuki,Jimny,2004,14580000.0,6500.0,,,,,4800.0,,17280000.0,,/cars-list/suv/2004-suzuki-jimny-7191?select_type=export,Autorec
,2008 Lexus LS,Lexus,Ls,2008,8600000.0,46000.0,,,,,6500.0,,23400000.0,,/cars-list/sedan/2008-lexus-ls-7038?select_type=export,Autorec
,2011 BMW MINI Cooper,Bmw,Mini,2011,8060000.0,15900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2011-bmw-mini-cooper-7170?select_type=export,Autorec
,2008 Audi TT,Audi,Tt,2008,10730000.0,19800.0,,,,,4800.0,,17280000.0,,/cars-list/coupe/2008-audi-tt-7158?select_type=export,Autorec
,2012 Daihatsu MIRA COCOA,Daihatsu,Mira,2012,7490000.0,6500.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2012-daihatsu-mira-cocoa-7165?select_type=export,Autorec
,2024 Toyota Land Cruiser,Toyota,Land,2024,990000.0,34400.0,,,,,88000.0,,316800000.0,,/cars-list/suv/2024-toyota-land-cruiser-7153?select_type=export,Autorec
,2023 Cadillac Deville,Cadillac,Deville,2023,,,,,,,48000.0,,172800000.0,,/cars-list/coupe/2023-cadillac-deville-6699?select_type=export,Autorec
,2011 Mazda Biante,Mazda,Biante,2011,10050000.0,20000.0,,,,,4500.0,,16200000.0,,/cars-list/mini-van/2011-mazda-biante-7203?select_type=export,Autorec
,1995 Suzuki Carry Truck,Suzuki,Carry,1995,7890000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/truck/1995-suzuki-carry-truck-7067?select_type=export,Autorec
,2013 Mazda Verisa,Mazda,Verisa,2013,9320000.0,15000.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2013-mazda-verisa-7204?select_type=export,Autorec
,2013 Toyota Land Cruiser,Toyota,Land,2013,9700000.0,46000.0,,,,,35000.0,,126000000.0,,/cars-list/suv/2013-toyota-land-cruiser-7139?select_type=export,Autorec
,2008 Audi TT,Audi,Tt,2008,10730000.0,19800.0,,,,,4800.0,,17280000.0,,/cars-list/coupe/2008-audi-tt-7158?select_type=export,Autorec
,2002 Nissan Fairlady Z,Nissan,Fairlady,2002,10180000.0,34900.0,,,,,5500.0,,19800000.0,,/cars-list/coupe/2002-nissan-fairlady-z-7152?select_type=export,Autorec
,2012 Daihatsu MIRA COCOA,Daihatsu,Mira,2012,7490000.0,6500.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2012-daihatsu-mira-cocoa-7165?select_type=export,Autorec
,2012 Suzuki Lapin,Suzuki,Lapin,2012,7910000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2012-suzuki-lapin-7185?select_type=export,Autorec
,1991 Honda Acty Truck,Honda,Acty,1991,5910000.0,6500.0,,,,,4900.0,,17640000.0,,/cars-list/truck/1991-honda-acty-truck-7085?select_type=export,Autorec
,2012 Suzuki Lapin,Suzuki,Lapin,2012,7910000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2012-suzuki-lapin-7185?select_type=export,Autorec
,2013 Toyota Land Cruiser,Toyota,Land,2013,9700000.0,46000.0,,,,,35000.0,,126000000.0,,/cars-list/suv/2013-toyota-land-cruiser-7139?select_type=export,Autorec
,1999 Daihatsu Hijet Truck,Daihatsu,Hijet,1999,8530000.0,6500.0,,,,,2900.0,,10440000.0,,/cars-list/truck/1999-daihatsu-hijet-truck-6047?select_type=export,Autorec
,2006 Toyota Porte,Toyota,Porte,2006,8630000.0,14960.0,,,,,3200.0,,11520000.0,,/cars-list/hatchback/2006-toyota-porte-7096?select_type=export,Autorec
,1991 Honda Acty Truck,Honda,Acty,1991,5910000.0,6500.0,,,,,4900.0,,17640000.0,,/cars-list/truck/1991-honda-acty-truck-7085?select_type=export,Autorec
,2012 Nissan Serena,Nissan,Serena,2012,11000000.0,19900.0,,,,,4800.0,,17280000.0,,/cars-list/mini-van/2012-nissan-serena-7140?select_type=export,Autorec
,2013 Nissan Note,Nissan,Note,2013,6890000.0,11900.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2013-nissan-note-7142?select_type=export,Autorec
,2005 Daihatsu Hijet Truck,Daihatsu,Hijet,2005,6170000.0,6500.0,,,,,1900.0,,6840000.0,,/cars-list/truck/2005-daihatsu-hijet-truck-6583?select_type=export,Autorec
,2010 BMW X1,Bmw,X1,2010,9890000.0,19900.0,,,,,5800.0,,20880000.0,,/cars-list/suv/2010-bmw-x1-7162?select_type=export,Autorec
,2015 Mazda Flair Crossover,Mazda,Flair,2015,9400000.0,6500.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2015-mazda-flair-crossover-7164?select_type=export,Autorec
,2012 Subaru Impreza,Subaru,Impreza,2012,6690000.0,15900.0,,,,,4700.0,,16920000.0,,/cars-list/hatchback/2012-subaru-impreza-7197?select_type=export,Autorec
,2008 Toyota Mark X,Toyota,Mark,2008,7330000.0,24900.0,,,,,4200.0,,15120000.0,,/cars-list/sedan/2008-toyota-mark-x-7143?select_type=export,Autorec
,2013 Toyota Land Cruiser,Toyota,Land,2013,9700000.0,46000.0,,,,,35000.0,,126000000.0,,/cars-list/suv/2013-toyota-land-cruiser-7139?select_type=export,Autorec
,2005 Daihatsu Hijet Truck,Daihatsu,Hijet,2005,6170000.0,6500.0,,,,,1900.0,,6840000.0,,/cars-list/truck/2005-daihatsu-hijet-truck-6583?select_type=export,Autorec
,2010 Daihatsu MIRA COCOA,Daihatsu,Mira,2010,10480000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2010-daihatsu-mira-cocoa-7166?select_type=export,Autorec
,2012 Subaru Exiga,Subaru,Exiga,2012,10830000.0,24900.0,,,,,4700.0,,16920000.0,,/cars-list/wagon/2012-subaru-exiga-7167?select_type=export,Autorec
,2012 Nissan Serena,Nissan,Serena,2012,11000000.0,19900.0,,,,,4800.0,,17280000.0,,/cars-list/mini-van/2012-nissan-serena-7140?select_type=export,Autorec
,1995 Suzuki Carry Truck,Suzuki,Carry,1995,7890000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/truck/1995-suzuki-carry-truck-7067?select_type=export,Autorec
,2011 BMW MINI Cooper,Bmw,Mini,2011,8060000.0,15900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2011-bmw-mini-cooper-7170?select_type=export,Autorec
,2008 Lexus LS,Lexus,Ls,2008,8600000.0,46000.0,,,,,6500.0,,23400000.0,,/cars-list/sedan/2008-lexus-ls-7038?select_type=export,Autorec
,1995 Suzuki Carry Truck,Suzuki,Carry,1995,7890000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/truck/1995-suzuki-carry-truck-7067?select_type=export,Autorec
,2013 Nissan Note,Nissan,Note,2013,6890000.0,11900.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2013-nissan-note-7142?select_type=export,Autorec
,2011 Honda Stream,Honda,Stream,2011,10710000.0,19900.0,,,,,4300.0,,15480000.0,,/cars-list/mini-van/2011-honda-stream-7192?select_type=export,Autorec
,2008 Audi TT,Audi,Tt,2008,10730000.0,19800.0,,,,,4800.0,,17280000.0,,/cars-list/coupe/2008-audi-tt-7158?select_type=export,Autorec
,2011 Mazda Biante,Mazda,Biante,2011,10050000.0,20000.0,,,,,4500.0,,16200000.0,,/cars-list/mini-van/2011-mazda-biante-7203?select_type=export,Autorec
,2011 Honda Stream,Honda,Stream,2011,10710000.0,19900.0,,,,,4300.0,,15480000.0,,/cars-list/mini-van/2011-honda-stream-7192?select_type=export,Autorec
,2011 Honda Stream,Honda,Stream,2011,10710000.0,19900.0,,,,,4300.0,,15480000.0,,/cars-list/mini-van/2011-honda-stream-7192?select_type=export,Autorec
,1991 Honda Acty Truck,Honda,Acty,1991,5910000.0,6500.0,,,,,4900.0,,17640000.0,,/cars-list/truck/1991-honda-acty-truck-7085?select_type=export,Autorec
,2011 BMW MINI Cooper,Bmw,Mini,2011,8060000.0,15900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2011-bmw-mini-cooper-7170?select_type=export,Autorec
,2013 Mazda Verisa,Mazda,Verisa,2013,9320000.0,15000.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2013-mazda-verisa-7204?select_type=export,Autorec
,2010 Subaru Impreza,Subaru,Impreza,2010,7330000.0,14900.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2010-subaru-impreza-7159?select_type=export,Autorec
,1995 Suzuki Carry Truck,Suzuki,Carry,1995,7890000.0,6500.0,,,,,3900.0,,14040000.0,,/cars-list/truck/1995-suzuki-carry-truck-7067?select_type=export,Autorec
,1991 Honda Acty Truck,Honda,Acty,1991,5910000.0,6500.0,,,,,4900.0,,17640000.0,,/cars-list/truck/1991-honda-acty-truck-7085?select_type=export,Autorec
,2008 Honda Fit,Honda,Fit,2008,9560000.0,13300.0,,,,,3500.0,,12600000.0,,/cars-list/hatchback/2008-honda-fit-7072?select_type=export,Autorec
,2010 Subaru Impreza,Subaru,Impreza,2010,7330000.0,14900.0,,,,,4500.0,,16200000.0,,/cars-list/hatchback/2010-subaru-impreza-7159?select_type=export,Autorec
,2006 Toyota Porte,Toyota,Porte,2006,8630000.0,14960.0,,,,,3200.0,,11520000.0,,/cars-list/hatchback/2006-toyota-porte-7096?select_type=export,Autorec
,2012 Nissan Serena,Nissan,Serena,2012,11000000.0,19900.0,,,,,4800.0,,17280000.0,,/cars-list/mini-van/2012-nissan-serena-7140?select_type=export,Autorec
,2008 Toyota Vellfire,Toyota,Vellfire,2008,10270000.0,23900.0,,,,,5200.0,,18720000.0,,/cars-list/mini-van/2008-toyota-vellfire-7200?select_type=export,Autorec
,2001 Toyota Soarer,Toyota,Soarer,2001,12280000.0,42900.0,,,,,6300.0,,22680000.0,,/cars-list/convertible/2001-toyota-soarer-6023?select_type=export,Autorec
,2008 Audi A5,Audi,A5,2008,6650000.0,31900.0,,,,,5900.0,,21240000.0,,/cars-list/coupe/2008-audi-a5-7136?select_type=export,Autorec
,2022 Kawasaki Industry Kawasaki Industry Others,Kawasaki,Industry,2022,1800000.0,2490.0,,,,,6500.0,,23400000.0,,/cars-list/motorcycle/2022-kawasaki-industry-kawasaki-industry-others-7051?select_type=export,Autorec
,2022 Kawasaki Industry Kawasaki Industry Others,Kawasaki,Industry,2022,1800000.0,2490.0,,,,,6500.0,,23400000.0,,/cars-list/motorcycle/2022-kawasaki-industry-kawasaki-industry-others-7051?select_type=export,Autorec
,2011 Toyota Prius,Toyota,Prius,2011,11200000.0,17900.0,,,,,4800.0,,17280000.0,,/cars-list/sedan/2011-toyota-prius-7147?select_type=export,Autorec
,1985 Toyota Sprinter Trueno,Toyota,Sprinter,1985,17760000.0,16000.0,,,,,26900.0,,96840000.0,,/cars-list/hatchback/1985-toyota-sprinter-trueno-7133?select_type=export,Autorec
,2013 Nissan Note,Nissan,Note,2013,6890000.0,11900.0,,,,,3900.0,,14040000.0,,/cars-list/hatchback/2013-nissan-note-7142?select_type=export,Autorec
,2012 Mercedes-Benz B-Class,Mercedes-Benz,B-Class,2012,3530000.0,15900.0,,,,,5200.0,,18720000.0,,/cars-list/hatchback/2012-mercedes-benz-b-class-7179?select_type=export,Autorec
,2012 Subaru Exiga,Subaru,Exiga,2012,10830000.0,24900.0,,,,,4700.0,,16920000.0,,/cars-list/wagon/2012-subaru-exiga-7167?select_type=export,Autorec
,2008 Audi A5,Audi,A5,2008,6650000.0,31900.0,,,,,5900.0,,21240000.0,,/cars-list/coupe/2008-audi-a5-7136?select_type=export,Autorec
,2022 Kawasaki Industry Kawasaki Industry Others,Kawasaki,Industry,2022,1800000.0,2490.0,,,,,6500.0,,23400000.0,,/cars-list/motorcycle/2022-kawasaki-industry-kawasaki-industry-others-7051?select_type=export,Autorec
,1999 Daihatsu Hijet Truck,Daihatsu,Hijet,1999,8530000.0,6500.0,,,,,2900.0,,10440000.0,,/cars-list/truck/1999-daihatsu-hijet-truck-6047?select_type=export,Autorec
,2011 BMW MINI Cooper,Bmw,Mini,2011,8060000.0,15900.0,,,,,4300.0,,15480000.0,,/cars-list/hatchback/2011-bmw-mini-cooper-7170?select_type=export,Autorec
,2004 Suzuki Jimny,Suzuki,Jimny,2004,14580000.0,6500.0,,,,,4800.0,,17280000.0,,/cars-list/suv/2004-suzuki-jimny-7191?select_type=export,Autorec
,1999 Daihatsu Hijet Truck,Daihatsu,Hijet,1999,8530000.0,6500.0,,,,,2900.0,,10440000.0,,/cars-list/truck/1999-daihatsu-hijet-truck-6047?select_type=export,Autorec
